Turn_Index,Officer_Input,Real_Suspect_Response,Base_Model_Response,Fine_Tuned_Response,Base_ROUGE-L,Base_BLEU-4,Base_METEOR,Base_BERTScore_F1,FT_ROUGE-L,FT_BLEU-4,FT_METEOR,FT_BERTScore_F1
67,He didn't want to do an information exchange.,"He does. I just, no, now I found it.",I understand. Let's try this again.,"Yeah, he did.",0.125,0.0,0.11904761904761907,0.8644956350326538,0.16666666666666666,0.0,0.12295081967213115,0.8862324953079224
69,Okay.,"Well,",Okay.,I have it.,0.0,0.0,0.0,0.9217466711997986,0.0,0.0,0.0,0.8693717122077942
71,Okay.,You found your insurance information exchange.,"Well, he did not want to do an information exchange.","Well,",0.25,0.0,0.39259259259259255,0.8680816292762756,0.0,0.0,0.0,0.8270924091339111
73,Okay. Are you okay?,"Oh yeah, no, I'm good.",I'm fine.,I'm good.,0.4444444444444444,0.0,0.3006535947712418,0.9152520298957825,0.6666666666666666,0.0,0.46691176470588236,0.9204056859016418
75,Your airbag went off. Your car's fucked up.,"Oh, no, absolutely, fucking lutely.","Oh, man.","Oh, yeah, I know.",0.28571428571428575,0.0,0.1764705882352941,0.8481850028038025,0.22222222222222224,0.0,0.28409090909090906,0.8420810699462891
79,"Please Neil's off, you can come give you a ride.",I just got to repair that.,I'm not going anywhere.,Maybe you should not do that then.,0.1818181818181818,0.0,0.14492753623188406,0.8817283511161804,0.15384615384615383,0.0,0.14084507042253522,0.8835753202438354
81,Do you want me to let him know you found the insurance and,Same fucking thing.,"No, I'll handle it.",Do you want me to let him know you found the insurance and,0.0,0.0,0.11627906976744187,0.8613703846931458,0.0,0.0,0.10204081632653061,0.8289646506309509
84,"So, uh, you want me to let him know you found your insurance, see if he wants to do an information exchange.",Pissed.,information?,?,0.0,0.0,0.0,0.8597490787506104,0.0,0.0,0.0,0.8286932110786438
87,Okay.,So he does want to do an information exchange.,information exchange.,?,0.3636363636363636,0.0,0.31660692951015534,0.8929943442344666,0.0,0.0,0.0,0.8123656511306763
91,"So, he mentioned you guys had talked about exchanging information, but he hadn't had his insurance pulled up. Um, we have a couple options with this. It's really cut and dry. So if you want to just go through insurance, you can. If you want a full-fledged report, we can do that. However you want to go about it.",How long will the report take? A long time?,information exchange.,information exchange.,0.0,0.0,0.0,0.8516928553581238,0.0,0.0,0.0,0.851692795753479
93,"Um, it usually takes about 15 to 20 minutes for me to get the driver's exchange done.","Yeah, I'll go ahead and do it.",information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange,or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or,0.0,0.0,0.0,0.7393882870674133,0.0,0.0,0.0,0.6898093819618225
96,And are you the registered owner of the car?,"Yes, ma'am. Perfect.",and you are silver car?,information exchange.,0.0,0.0,0.0,0.8199238777160645,0.0,0.0,0.08771929824561403,0.8473458886146545
98,Did you have any passengers?,"Yeah, my brother was in the car with me.",information exchange.,information exchange.,0.0,0.0,0.049019607843137254,0.8655903935432434,0.0,0.0,0.049019607843137254,0.8655904531478882
100,Okay. Is he still here?,"Yeah, he ran off.",and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,?,0.0,0.0,0.0,0.7150055766105652,0.0,0.0,0.0,0.8051577210426331
102,"Okay, cool. Is the guy with a hat on?","Yes, ma'am. Yes, ma'am. Yes, sir.",and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,information exchange.,0.0,0.0,0.0,0.7122330069541931,0.0,0.0,0.04504504504504504,0.8309210538864136
105,Yeah. Okay. And you have insurance on the vehicle?,"Yes, ma'am. You need to see my insurance card?",information exchange.,?,0.0,0.0,0.04504504504504504,0.8312684297561646,0.0,0.0,0.04587155963302752,0.7744333744049072
107,"It should auto populate. If it doesn't, I'll come get it from you, okay?",I think I got it.,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,information exchange.,0.0,0.0,0.0,0.721620500087738,0.0,0.0,0.08771929824561403,0.8735679984092712
111,"No, we don't take pictures of it cuz crashes are civil. Yeah, whenever we do any kind of crash reports or anything, unless there's a DUI involved or, you know, like a hit and run or something, a criminal aspect, we don't usually take photos.","We were sitting at the light. Yeah, yeah. It was just time for us to go.",and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,?,0.0,0.0,0.0,0.7146317958831787,0.0,0.0,0.0,0.7913299798965454
113,I'm just trying to figure out which lane you were in.,So you're in the far left lane.,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,0.0,0.0,0.0,0.7066464424133301,0.0,0.0,0.0,0.7066464424133301
115,"All right, Birdie, he wants the report.",It's fine.,information exchange.,information exchange.,0.0,0.0,0.12820512820512822,0.8695002794265747,0.0,0.0,0.12820512820512822,0.8695002794265747
117,You got your driver's license?,Absolutely.,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,0.0,0.0,0.0,0.7521098852157593,0.0,0.0,0.0,0.7521098852157593
119,I'm guessing the car's registered to you?,Yep. Cool.,information exchange.,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,0.0,0.0,0.12820512820512822,0.8874414563179016,0.0,0.0,0.0,0.7357382774353027
124,Give me a second cuz I'm going to call Prester and see if he needs me to do anything special since it's one of us.,"Yep. So,",information exchange.,information exchange.,0.0,0.0,0.12820512820512822,0.8855832815170288,0.0,0.0,0.12820512820512822,0.8855832815170288
130,Birdie.,Suspect description.,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,information.,0.0,0.0,0.0,0.7176265716552734,0.0,0.0,0.17241379310344826,0.9014372229576111
132,You good?,"Uh, wait.",information exchange.,information exchange.,0.0,0.0,0.12820512820512822,0.8524453043937683,0.0,0.0,0.12820512820512822,0.8524453043937683
134,Huh?,Wait on his way.,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,?,0.0,0.0,0.0,0.716515064239502,0.0,0.0,0.0,0.8093158006668091
136,He's not coming.,"Black pants, white shoulder bag, black beanie.",information exchange.,information exchange.,0.0,0.0,0.053763440860215055,0.8246554136276245,0.0,0.0,0.053763440860215055,0.8246554732322693
138,Good?,One white below.,information exchange.,information exchange.,0.0,0.0,0.12820512820512822,0.8711750507354736,0.0,0.0,0.12820512820512822,0.8711749911308289
142,"I mean, he's up. I texted him.",What a fucking day.,information exchange.,information exchange.,0.0,0.0,0.10416666666666666,0.8599929809570312,0.0,0.0,0.10416666666666666,0.8599929809570312
144,You don't need EMS?,No.,information exchange.,information exchange.,0.0,0.0,0.2380952380952381,0.9033375382423401,0.0,0.0,0.2380952380952381,0.9033375382423401
146,"Hey man, your airbag deployed. I got to ask.",I know.,information exchange.,?,0.0,0.0,0.16666666666666666,0.8679245114326477,0.0,0.0,0.0,0.815472424030304
148,All right.,One of them days.,information exchange.,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,0.0,0.0,0.10416666666666666,0.8606680035591125,0.0,0.0,0.0,0.711905837059021
152,"And then I'm not sure where your brother went, but I have his license too.",He ran off.,information exchange.,information exchange.,0.0,0.0,0.12820512820512822,0.8707905411720276,0.0,0.0,0.12820512820512822,0.8707905411720276
156,"Thank you, sir. Are you on the phone with the insurance?","Yes, ma'am.",information exchange.,?,0.0,0.0,0.12820512820512822,0.833425760269165,0.0,0.0,0.0,0.7799851894378662
158,"Okay. So what they're asking for is this number right here, that's the report number. And then they're probably going to ask you all of this information. This is all of his vehicle information, insurance, owner, driver, driver information, and then all of your information as well.",Okay.,information exchange.,information exchange.,0.0,0.0,0.2380952380952381,0.8957834839820862,0.0,0.0,0.2380952380952381,0.8957834839820862
160,"Um, just so you know, state of Florida has a 14-day window in which to report injury. You don't usually feel it the first night, but if you wake up tomorrow and you're like, oh gosh, it hurts. Let your insurance company know and they'll set up a doctor's appointment for you, okay?",All right. Okay.,information exchange.,information exchange.,0.0,0.0,0.10416666666666666,0.8550634980201721,0.0,0.0,0.10416666666666666,0.8550634980201721
162,"All right. Do you have any questions for me, sir?","Uh, I don't know. Shit, this is crazy.",information exchange.,?,0.0,0.0,0.04166666666666667,0.8417326211929321,0.0,0.0,0.0,0.7884051203727722
164,"Yeah. Well, they're pretty straightforward. If you do have any questions, my name is on the bottom of the page. You can call us, reference that case number and I'll answer any questions you might have, okay?",All right. All right. That's it. Appreciate it.,information exchange.,?,0.0,0.0,0.04166666666666667,0.8521069884300232,0.0,0.0,0.0,0.7998564839363098
166,All right. I hope you have a better night.,I'll try to. I'll try to. I don't know what the fuck.,information exchange.,?,0.0,0.0,0.030303030303030304,0.8526320457458496,0.0,0.0,0.0,0.7949390411376953
168,"Yeah, rough way to bring in the new year with a bang.","Yeah, I've seen that coming. I've seen I thought he was going to stop, so.",information exchange.,information.,0.0,0.0,0.026041666666666668,0.8421115875244141,0.0,0.0,0.02617801047120419,0.8701006770133972
170,Yeah. Boom.,Yep.,information exchange.,?,0.0,0.0,0.2380952380952381,0.9043117165565491,0.0,0.0,0.0,0.876427412033081
175,"Yeah, he's still in it.",Is he really?,information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange,?,0.0,0.0,0.0,0.7398803234100342,0.0,0.0,0.13513513513513511,0.8143172860145569
177,"So, Birdie, you giving me some indicators?","Oh, listen, listen.",information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange,?,0.0,0.0,0.0,0.7397447824478149,0.0,0.0,0.0,0.7933120727539062
180,"Listen. Valdoz is coming out, just to I'm not going to lie to you about it.",She's on her way?,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,?,0.0,0.0,0.0,0.6969161629676819,0.0,0.0,0.0909090909090909,0.8039259910583496
182,"Yeah, she's on her way.",7610.,information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange information exchange,?,0.0,0.0,0.0,0.7632492780685425,0.0,0.0,0.0,0.8404954671859741
185,"Cuz I I'm not I'm not really comfortable with this whole thing at all, but I'm not going to lie to you about it.",I know. I don't I don't mean to put you in that.,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,0.0,0.0,0.0,0.6965585947036743,0.0,0.0,0.0,0.6965585947036743
188,"So, from now on, you know how it goes, you can't consume anything, okay? Cuz right now you you're being detained.","Wait, what?",and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,?,0.0,0.0,0.0,0.6888859272003174,0.0,0.0,0.13513513513513511,0.7848713397979736
