Turn_Index,Officer_Input,Real_Suspect_Response,Base_Model_Response,Fine_Tuned_Response,Base_ROUGE-L,Base_BLEU-4,Base_METEOR,Base_BERTScore_F1,FT_ROUGE-L,FT_BLEU-4,FT_METEOR,FT_BERTScore_F1
66,"Okay. And then he just I was like, you need to relax. He point the gun at you or did he just?","Yeah, cuz I was in the back seat. We were in a coupe.",Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got,,0.0,0.0,0.0,0.7023257613182068,0.0,0.0,0.0,0.0
69,Okay. So what what did you want from us today then?,"Uh, whatever you can do to handle that. He can't be out here just trying to get over on people that's not guns on people.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"Okay. All right, give me a favor. Stay right here. I don't need you guys anymore. You guys can go in. Just don't. Stay right here. What's your name?",Amanda Torres.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,So who's on that actually pull the fire?,"Uh, Sean Kingston. His friend was counting the money. Came in and he was like, I give you the jewelry back.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,So Sean Kingston was driving the car?,He was driving the car. He was driving the car and his friend was in the passenger side.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,And you know that Sean Kingston how because you dealt with him before or what?,"I work at a jewelry store and um we we deal with him. I was down here for vacation. My boss was like, hey, listen, meet up with him, handle some business. I picked up jewelry for him so he could buy cuz he was supposed to buy. We had a certain amount that he was supposed to pay me. I was supposed to give it to the jeweler that was going to put it in the bank account for me. Like all I was doing was picking up and dropping off. I went to his house. I dealt with him yesterday. I got to his house yesterday.",Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got,Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay,0.00847457627118644,0.0,0.008156606851549756,0.7181862592697144,0.0,0.0,0.0,0.6917953491210938
82,And where you work in Philadelphia?,"Yeah, I work in Philadelphia.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,How much worth of jewelry was it?,"It was so he owed another balance. The agreement was I had the chain was 50,000. The watch was 55,000 and um the bracelet he was holding with a down payment of 5,000. The agreement was to pick up a sky dweller that they were going to trade in for work. And he was going to give me 75,000 in cash and then I'll deposit it into the store account. I picked up 24 yesterday cuz that's all they had. They said, listen, you come.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,So he was returning the the chain and the watch?,"No, he was getting the chain and the watch.",I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I,,0.0,0.0,0.0,0.7482061386108398,0.0,0.0,0.0,0.0
88,Okay.,Yesterday I picked it up.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,And how much was he going to deposit? 75?,"75 in total. But when I got to his house, they was like, we don't have the whole 75. Just take 24 and then you meet us tomorrow morning and we'll both go to the bank and we'll pick it up and then you can deposit it.",,Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6826612949371338
92,So you get 24 yesterday?,"So I got 24 in cash yesterday and then it's all in text cuz his mom was like, I want you to have in text just in case. I wrote down that I got 24,000 from him. I took pictures of what I left them. Then the next morning we were supposed to meet them and go to the bank. Today we came, we met up around like 11:30. We headed to the bank. His mom got the rest of the money.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,What bank was it and where?,"Uh, it was uh CIT I bank.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"All right, so he was buying this one.",27 Avenue Boulevard.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"No, no, you're good, man.","This is my car, okay?",,Okay.,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.07692307692307691,0.8728361129760742
101,"All right, appreciate it.","Thank you, buddy. Appreciate it. All the cops they know me, okay?",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"All right, I got you.","Thank you. Listen. Thank you. Call me anything you need, okay? I will. I'm going to turn off my phone in half an hour.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,"All right, so is a $50,000 watch, I mean chain and $55,000 watch. What else was it?","It was a um a bracelet, but he was only holding the bracelet until his other bracelet got done. So he put a $5,000 deposit on the bracelet. I was supposed to get 75 in total.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Why were you only going to get 75?,"Because he has a a sky dweller watch that he wanted to trade in as like for jewelry you could trade in. So he was going to do the 75 plus the sky dweller to pay off the balance. That was what I was supposed to pick up. When I got there yesterday, they told me, oh, I only have 24. We can meet up tomorrow and we'll go to the bank. I said, cool, that's fine. We extended my day here. We bought a new flight ticket and everything. I was supposed to come early in the morning to pick it up.",,Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay,0.0,0.0,0.0,0.0,0.0,0.0,0.004170141784820684,0.6783852577209473
112,"Hey, actually, you got his number, right? Call him back. I'm going to need the pictures of the cars.",Of the all the cars.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,So where exactly did this occur at?,"So it occurred on 55th and I'll get the exact address, but it was on the other block. It wasn't right here. Let me go run and get him real quick.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,"All right. So So he kind of hopped in and at this point I was just like, but there was another what was there's another guy there?","Yeah, there was another guy. He had on like a like a bracelet.",Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got,,0.0,0.0,0.0,0.7143562436103821,0.0,0.0,0.0,0.0
119,"Was it a black male, white male?","Black male, um and he had dreads.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Okay. And so you gave him,"He gave me, give me one look at the text.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,"Wait. And then he he decided he didn't want to do it anymore, right?","He decided he didn't want to do it. We were trying to make a deal go like we were like, listen, once you get cuz he said he can't get the watch is at his aunt's house and he can't get out the safe for two days. So we were like, okay, well, let us hold jewelry and once you get the watch, you ship it to us and we ship it back to you your jewelry. And then the deal is closed. And he just kept on like, oh, no, like I don't want to do no more. I don't want to do no more. I don't want to. We kept going like back and forth. I mostly was like going back and forth cuz he kept saying like, oh, I got a video shoot tomorrow. I need my jewelry. So that's fine. Just let us hold stuff that you don't use and when you get the watch, it'll it's all set and done. Like it'll be an even trade. We still got the deal going. You gave me what you said you was going to get.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Okay, so so it didn't go through and you were giving them 24,000 back.","He was like, well, we going to go pick up the money. So we all came down here to pick up the money and then that's when he kind of got like he told his his he was like parked in right here. And then he told his his BMW guy to pull up in front of the car that my people were in, the Renault, so that they can't get out. And then he's just sitting in the car and I was like, I kind of already noticed like what was going on. I was like, all right, listen, let me get the jewelry back. I got a flight to catch. I don't want to you count your money and then I get out. No, I'm not giving you the jewelry back. You got to wait. I can't get out the car anyway. Like I'm in the back of the car. Like just let me hold the jewelry and then you do what you got to do. No. Giving me a hard time when the money came. His friend told him it was short and he just reached back.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,So the 24 that you're giving him back was short.,"Yeah, because he already gave him the 50,000 that he gave me today. Like I we went straight to the bank. He decided he didn't want to do it. So you take the 50,000 back. We'll go pick up the 24. I already had the watch and the chain in a box on my lap. I was waiting for him to give me back the bracelet. And then his friend told him it was short and he just kind of reached over like really aggressively and was just fighting with me and I I didn't want to let it go cuz I didn't know what he was going to do. So I was just like, no, like he reached back and he was like fighting with me for the box and he just like more like this. That's why I have it like the box scraped me this way. He threw the box by his feet and he was like, you ain't getting out and he just kept getting right. I said, you ain't got to like you getting all you trying to strong arm me right now. He just pulled out his gun, he cocked it back and he said, you're not leaving this fucking car. Y'all owe me money. I said, y'all need to relax. Y'all not even trying to count. Y'all not trying to talk reasonably. You over here pulling on a gun on a female. You're not you're not looking tough at all. Like you need to relax. I guess he since I didn't get scared and like shut up cuz he put the gun down. He got a little.",Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got,,0.00954653937947494,0.0,0.020249746878164023,0.7094346284866333,0.0,0.0,0.0,0.0
130,The driver did?,"Yeah, Sean Kingston cuz he was the driver.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,All right. What what kind of gun was it or what did it look like?,"Um, it was like a it was a small gun. I'm not really good with gun names. It was a small gun. About like this big.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Okay.,"They usually keep it cuz it's small, it fits in their pants.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,What color?,Black.,Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got,Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay Okay,0.0,0.0,0.0,0.7231786847114563,0.0,0.0,0.0,0.6935099959373474
139,Was it like a revolver or did it look like more like this?,"No, it it was more like a like a a pistol, but it wasn't like um it was like a modern, not the guns that cops use. It was like that but smaller.",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Okay. You know what I'm talking about?,Yeah.,Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got Got,,0.0,0.0,0.0,0.7227931022644043,0.0,0.0,0.0,0.0
143,You said it's black?,It's black.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Anything else that makes it stand out?,It's like the handle part is is metallic matte and then the the part where you cock back is is shiny.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,But it's all but everything else is black.,Yeah. It's this one.,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
